Ticker,stock_names,Symbol,Name
MRVL,Marvell Technology Group Ltd. 4.875% 22-JUN-2028,MRVL,Marvell Technology Inc
AAPL,Apple Inc.,AAPL,Apple Inc
AAPL,Apple Inc. 2.8% 08-FEB-2061,AAPL,Apple Inc
AAPL,Apple Inc. 2.65% 11-MAY-2050,AAPL,Apple Inc
AAPL,Apple Inc. 3.85% 04-MAY-2043,AAPL,Apple Inc
AAPL,Apple Inc. 4.45% 06-MAY-2044,AAPL,Apple Inc
AAPL,Apple Inc. 3.75% 13-NOV-2047,AAPL,Apple Inc
AAPL,Apple Inc. 4.65% 23-FEB-2046,AAPL,Apple Inc
AAPL,Apple Inc. 3.45% 09-FEB-2045,AAPL,Apple Inc
AAPL,Apple Inc. 3.85% 04-AUG-2046,AAPL,Apple Inc
AAPL,Apple Inc. 4.25% 09-FEB-2047,AAPL,Apple Inc
AAPL,Apple Inc. 4.375% 13-MAY-2045,AAPL,Apple Inc
AAPL,Apple Inc. 2.95% 11-SEP-2049,AAPL,Apple Inc
AAPL,Apple Inc. 1.65% 08-FEB-2031,AAPL,Apple Inc
AAPL,Apple Inc. 2.65% 08-FEB-2051,AAPL,Apple Inc
AAPL,Apple Inc. 2.85% 05-AUG-2061,AAPL,Apple Inc
AAPL,Apple Inc. 2.45% 04-AUG-2026,AAPL,Apple Inc
AAPL,Apple Inc. 2.375% 08-FEB-2041,AAPL,Apple Inc
AAPL,Apple Inc. 3.2% 13-MAY-2025,AAPL,Apple Inc
AAPL,Apple Inc. 3.35% 09-FEB-2027,AAPL,Apple Inc
AAPL,Apple Inc. 2.7% 05-AUG-2051,AAPL,Apple Inc
AAPL,Apple Inc. 2.2% 11-SEP-2029,AAPL,Apple Inc
AAPL,Apple Inc. 1.65% 11-MAY-2030,AAPL,Apple Inc
AAPL,Apple Inc. 1.4% 05-AUG-2028,AAPL,Apple Inc
AAPL,Apple Inc. 4.5% 23-FEB-2036,AAPL,Apple Inc
AAPL,Apple Inc. 3.75% 12-SEP-2047,AAPL,Apple Inc
AAPL,Apple Inc. 3.45% 06-MAY-2024,AAPL,Apple Inc
AAPL,Apple Inc. 3.25% 23-FEB-2026,AAPL,Apple Inc
AAPL,Apple Inc. 3.2% 11-MAY-2027,AAPL,Apple Inc
AAPL,Apple Inc. 3.0% 20-JUN-2027,AAPL,Apple Inc
AAPL,Apple Inc. 3.0% 13-NOV-2027,AAPL,Apple Inc
AAPL,Apple Inc. 2.55% 20-AUG-2060,AAPL,Apple Inc
AAPL,Apple Inc. 2.5% 09-FEB-2025,AAPL,Apple Inc
AAPL,Apple Inc. 2.4% 20-AUG-2050,AAPL,Apple Inc
AAPL,Apple Inc. 1.7% 05-AUG-2031,AAPL,Apple Inc
AAPL,Apple Inc. 1.2% 08-FEB-2028,AAPL,Apple Inc
AAPL,Apple Inc. 2.75% 13-JAN-2025,AAPL,Apple Inc
AAPL,Apple Inc. 2.4% 03-MAY-2023,AAPL,Apple Inc
AAPL,Apple Inc. 1.125% 11-MAY-2025,AAPL,Apple Inc
AAPL,Apple Inc. 0.7% 08-FEB-2026,AAPL,Apple Inc
AAPL,Apple Inc. 2.9% 12-SEP-2027,AAPL,Apple Inc
AAPL,Apple Inc. 2.85% 11-MAY-2024,AAPL,Apple Inc
AAPL,Apple Inc. 3.0% 09-FEB-2024,AAPL,Apple Inc
AAPL,Apple Inc. 1.25% 20-AUG-2030,AAPL,Apple Inc
AAPL,Apple Inc. 1.8% 11-SEP-2024,AAPL,Apple Inc
AAPL,Apple Inc. 2.05% 11-SEP-2026,AAPL,Apple Inc
AAPL,Apple Inc. 0.75% 11-MAY-2023,AAPL,Apple Inc
AAPL,Apple Inc. 0.55% 20-AUG-2025,AAPL,Apple Inc
AAPL,Apple Inc. 2.85% 23-FEB-2023,AAPL,Apple Inc
AAPL,Apple Inc. 0.375% 25-NOV-2024,AAPL,Apple Inc
AAPL,Apple Vy Minn Sr Hsg Rev 4.5% 01-SEP-2053,AAPL,Apple Inc
AAPL,Apple Vy Minn Sr Hsg Rev 4.375% 01-SEP-2048,AAPL,Apple Inc
AAPL,Apple Inc. 3.35% 10-JAN-2024,AAPL,Apple Inc
AAPL,Apple Inc. 3.05% 31-JUL-2029,AAPL,Apple Inc
AAPL,Apple Inc. 2.513% 19-AUG-2024,AAPL,Apple Inc
AAPL,Apple Inc. 2.4% 13-JAN-2023,AAPL,Apple Inc
AAPL,Apple Inc. 0.875% 24-MAY-2025,AAPL,Apple Inc
AAPL,Apple Inc. 0.75% 25-FEB-2030,AAPL,Apple Inc
AAPL,Apple Inc. 0.5% 15-NOV-2031,AAPL,Apple Inc
AAPL,Apple Inc. FRN 11-MAY-2022,AAPL,Apple Inc
AAPL,Apple Vy Calif Pub Fing Auth Tax Allocation Rev 4.0% 01-JUN-2031,AAPL,Apple Inc
AAPL,Apple Inc. 2.1% 12-SEP-2022,AAPL,Apple Inc
AAPL,Apple Inc. 1.7% 11-SEP-2022,AAPL,Apple Inc
AAPL,Apple Inc. 2.3% 11-MAY-2022,AAPL,Apple Inc
AAPL,Apple Inc. 2.7% 13-MAY-2022,AAPL,Apple Inc
AAPL,Apple Valley Calif Uni Sch Dist 5.0% 01-AUG-2022,AAPL,Apple Inc
SWKS,"Skyworks Solutions, Inc.",SWKS,Skyworks Solutions Inc
SWKS,"Skyworks Solutions, Inc. 1.8% 01-JUN-2026",SWKS,Skyworks Solutions Inc
SWKS,"Skyworks Solutions, Inc. 3.0% 01-JUN-2031",SWKS,Skyworks Solutions Inc
SWKS,"Skyworks Solutions, Inc. 0.9% 01-JUN-2023",SWKS,Skyworks Solutions Inc
DLR,"Digital Realty Trust, Inc.",DLR,Digital Realty Trust Inc
DLR,"Digital Realty Trust, L.P. 3.6% 01-JUL-2029",DLR,Digital Realty Trust Inc
DLR,"Digital Realty Trust, L.P. 4.45% 15-JUL-2028",DLR,Digital Realty Trust Inc
DLR,"Digital Realty Trust, L.P. 3.7% 15-AUG-2027",DLR,Digital Realty Trust Inc
DLR,"Digital Realty Trust, Inc. Cum Conv Red Pfd Registered Shs Series L",DLR,Digital Realty Trust Inc
DLR,Digital Realty Trust Inc 5.85 % Cum Conv Red Perp Pfd Registered Shs Series K,DLR,Digital Realty Trust Inc
DLR,Digital Realty Trust Inc 5.25 % Cum Conv Red Pfd Registered Shs Series J,DLR,Digital Realty Trust Inc
DLR,"Digital Realty Trust, Inc. 1.5% 15-MAR-2030",DLR,Digital Realty Trust Inc
DLR,"Digital Realty Trust, L.P. 4.75% 01-OCT-2025",DLR,Digital Realty Trust Inc
CCI,Crown Castle International Corp,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.65% 01-SEP-2027,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 4.45% 15-FEB-2026,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp. 3.8% 15-FEB-2028,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 2.25% 15-JAN-2031,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 2.1% 01-APR-2031,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.3% 01-JUL-2030,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 4.3% 15-FEB-2029,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.25% 15-JAN-2051,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.7% 15-JUN-2026,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 5.2% 15-FEB-2049,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp. 4.75% 15-MAY-2047,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 2.9% 01-APR-2041,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.1% 15-NOV-2029,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 4.0% 15-NOV-2049,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 4.0% 01-MAR-2027,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 2.5% 15-JUL-2031,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.15% 15-JUL-2023,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 1.05% 15-JUL-2026,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 1.35% 15-JUL-2025,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 4.15% 01-JUL-2050,CCI,Crown Castle International Corp
CCI,Crown Castle International Corp 3.2% 01-SEP-2024,CCI,Crown Castle International Corp
HPE,Hewlett Packard Enterprise Co.,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 6.2% 15-OCT-2035,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 6.35% 15-OCT-2045,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 4.9% 15-OCT-2025,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 1.45% 01-APR-2024,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 2.25% 01-APR-2023,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 4.45% 02-OCT-2023,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 1.75% 01-APR-2026,HPE,Hewlett Packard Enterprise Co
HPE,Hewlett Packard Enterprise Company 4.4% 15-OCT-2022,HPE,Hewlett Packard Enterprise Co
LITE,"Lumentum Holdings, Inc.",LITE,Lumentum Holdings Inc
LITE,"Lumentum Holdings, Inc. 0.25% 15-MAR-2024",LITE,Lumentum Holdings Inc
SBAC,SBA Communications Corp. Class A,SBAC,SBA Communications Corp Class A
SBAC,SBA Communications Corp. 3.875% 15-FEB-2027,SBAC,SBA Communications Corp Class A
SBAC,SBA Communications Corp. 3.125% 01-FEB-2029,SBAC,SBA Communications Corp Class A
SBAC,"SBA Tower Trust, Secured Tower Revenue Securities, Series 2019-1 C_2019_1 2.836% 15-JAN-2050",SBAC,SBA Communications Corp Class A
SBAC,"SBA Tower Trust, Secured Tower Revenue Securities, Series 2020-2 C_2020_2 2.328% 15-JUL-2052",SBAC,SBA Communications Corp Class A
SBAC,"SBA Tower Trust, Secured Tower Revenue Securities, Series 2021-1 C_2021_1 1.631% 15-MAY-2051",SBAC,SBA Communications Corp Class A
SBAC,"SBA Tower Trust, Secured Tower Revenue Securities, Series 2014-2 C_2014_2 3.869% 15-OCT-2049",SBAC,SBA Communications Corp Class A
SBAC,SBA Tower Trust 1.884% 15-JUL-2050,SBAC,SBA Communications Corp Class A
ROG,Rogers Communications Inc. Class B,ROG,Rogers Corp
ROG,Rogers Sugar Inc.,ROG,Rogers Corp
ROG,Rogers Communications Inc. 4.35% 01-MAY-2049,ROG,Rogers Corp
ROG,Rogers Communications Inc. 5.0% 15-MAR-2044,ROG,Rogers Corp
ROG,Rogers Communications Inc. 4.3% 15-FEB-2048,ROG,Rogers Corp
ROG,Rogers Communications Inc. 4.1% 01-OCT-2023,ROG,Rogers Corp
ROG,Rogers Communications Inc. 3.625% 15-DEC-2025,ROG,Rogers Corp
ROG,Rogers Communications Inc. 4.5% 15-MAR-2043,ROG,Rogers Corp
ROG,Rogers Communications Inc. 3.7% 15-NOV-2049,ROG,Rogers Corp
ROG,Rogers Communications Inc. 7.5% 15-AUG-2038,ROG,Rogers Corp
ROG,Rogers Communications Inc. 2.9% 15-NOV-2026,ROG,Rogers Corp
ROG,Rogers Communications Inc. 5.45% 01-OCT-2043,ROG,Rogers Corp
ROG,Rogers Communications Inc. 3.0% 15-MAR-2023,ROG,Rogers Corp
ROG,Rogers Communications Inc. 6.56% 22-MAR-2041,ROG,Rogers Corp
ROG,Rogers Communications Inc. 6.11% 25-AUG-2040,ROG,Rogers Corp
ROG,Rogers Communications Inc. 3.25% 01-MAY-2029,ROG,Rogers Corp
ROG,Rogers Cnty Okla Indl Dev Auth Cap Impt Rev 3.625% 01-APR-2040,ROG,Rogers Corp
ROG,Rogers Corporation,ROG,Rogers Corp
ROG,Rogers Communications Inc. FRN 22-MAR-2022,ROG,Rogers Corp
ROG,Rogers Ark Sales & Use Tax Rev 5.0% 01-NOV-2035,ROG,Rogers Corp
ROG,Rogers Ark Sales & Use Tax Rev 3.875% 01-NOV-2039,ROG,Rogers Corp
ROG,Rogers Ark Sales & Use Tax Rev 3.25% 01-NOV-2043,ROG,Rogers Corp
ROG,Rogers Ark Swr Rev 4.0% 01-NOV-2022,ROG,Rogers Corp
CIEN,Ciena Corporation,CIEN,Ciena Corp
CIEN,Ciena Corporation 4.0% 31-JAN-2030,CIEN,Ciena Corp
JNPR,"Juniper Networks, Inc.",JNPR,Juniper Networks Inc
JNPR,"Juniper Networks, Inc. 3.75% 15-AUG-2029",JNPR,Juniper Networks Inc
JNPR,"Juniper Networks, Inc. 2.0% 10-DEC-2030",JNPR,Juniper Networks Inc
JNPR,"Juniper Networks, Inc. 1.2% 10-DEC-2025",JNPR,Juniper Networks Inc
JNPR,"Juniper Networks, Inc. 5.95% 15-MAR-2041",JNPR,Juniper Networks Inc
KEYS,Keysight Technologies Inc,KEYS,Keysight Technologies Inc
KEYS,"Keysight Technologies, Inc. 3.0% 30-OCT-2029",KEYS,Keysight Technologies Inc
KEYS,"Keysight Technologies, Inc. 4.55% 30-OCT-2024",KEYS,Keysight Technologies Inc
KEYS,"Keysight Technologies, Inc. 4.6% 06-APR-2027",KEYS,Keysight Technologies Inc
NOK,Nokia Oyj Sponsored ADR,NOK,Nokia Oyj ADR Series A
NOK,Nokia Oyj 4.375% 12-JUN-2027,NOK,Nokia Oyj ADR Series A
NOK,Nokia Oyj 6.625% 15-MAY-2039,NOK,Nokia Oyj ADR Series A
NOK,Nokia Oyj 2.0% 15-MAR-2024,NOK,Nokia Oyj ADR Series A
NOK,Nokia Oyj,NOK,Nokia Oyj ADR Series A
FB,Meta Platforms Inc. Class A,FB,Meta Platforms Inc Class A
INTC,Intel Corporation,INTC,Intel Corp
INTC,Intel Corporation 3.734% 08-DEC-2047,INTC,Intel Corp
INTC,Intel Corporation 3.05% 12-AUG-2051,INTC,Intel Corp
INTC,Intel Corporation 3.25% 15-NOV-2049,INTC,Intel Corp
INTC,Intel Corporation 3.7% 29-JUL-2025,INTC,Intel Corp
INTC,Intel Corporation 4.6% 25-MAR-2040,INTC,Intel Corp
INTC,Intel Corporation 2.45% 15-NOV-2029,INTC,Intel Corp
INTC,Intel Corporation 3.1% 15-FEB-2060,INTC,Intel Corp
INTC,Intel Corporation 3.15% 11-MAY-2027,INTC,Intel Corp
INTC,Intel Corporation 3.75% 25-MAR-2027,INTC,Intel Corp
INTC,Intel Corporation 3.9% 25-MAR-2030,INTC,Intel Corp
INTC,Intel Corporation 3.2% 12-AUG-2061,INTC,Intel Corp
INTC,Intel Corporation 4.1% 11-MAY-2047,INTC,Intel Corp
INTC,Intel Corporation 4.1% 19-MAY-2046,INTC,Intel Corp
INTC,Intel Corporation 4.75% 25-MAR-2050,INTC,Intel Corp
INTC,Intel Corporation 4.9% 29-JUL-2045,INTC,Intel Corp
INTC,Intel Corporation 4.8% 01-OCT-2041,INTC,Intel Corp
INTC,Intel Corporation 4.95% 25-MAR-2060,INTC,Intel Corp
INTC,Intel Corporation 2.8% 12-AUG-2041,INTC,Intel Corp
INTC,Intel Corporation 4.0% 15-DEC-2032,INTC,Intel Corp
INTC,Intel Corporation 2.875% 11-MAY-2024,INTC,Intel Corp
INTC,Intel Corporation 3.4% 25-MAR-2025,INTC,Intel Corp
INTC,Intel Corporation 2.6% 19-MAY-2026,INTC,Intel Corp
INTC,Intel Corporation 2.0% 12-AUG-2031,INTC,Intel Corp
INTC,Intel Corporation 1.6% 12-AUG-2028,INTC,Intel Corp
INTC,Intel Corporation 4.25% 15-DEC-2042,INTC,Intel Corp
INTC,Intel Corporation 2.7% 17-JUN-2024,INTC,Intel Corp
INTC,Intel Corporation FRN 11-MAY-2022,INTC,Intel Corp
INTC,Intel Corporation 2.7% 15-DEC-2022,INTC,Intel Corp
INTC,Intel Corporation 3.1% 29-JUL-2022,INTC,Intel Corp
INTC,Intel Corporation 2.35% 11-MAY-2022,INTC,Intel Corp
INTC,Intel Corporation 4.0% 01-DEC-2022,INTC,Intel Corp
TMUS,"T-Mobile US, Inc.",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.875% 15-APR-2030",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.75% 15-APR-2027",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 4.5% 15-APR-2050",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 4.375% 15-APR-2040",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.4% 15-OCT-2052",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.3% 15-FEB-2051",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.0% 15-FEB-2041",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.25% 15-NOV-2031",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.25% 15-FEB-2026",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.05% 15-FEB-2028",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.5% 15-APR-2031",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.6% 15-NOV-2060",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.5% 15-APR-2025",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.55% 15-FEB-2031",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.625% 15-FEB-2029",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.875% 15-FEB-2031",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 4.75% 01-FEB-2028",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 1.5% 15-FEB-2026",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 3.375% 15-APR-2029",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.625% 15-APR-2026",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 5.375% 15-APR-2027",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.7% 15-MAR-2032",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 2.4% 15-MAR-2029",TMUS,T-Mobile US Inc
TMUS,"T-Mobile USA, Inc. 4.0% 15-APR-2022",TMUS,T-Mobile US Inc
ANET,"Arista Networks, Inc.",ANET,Arista Networks Inc
ANET,Arista Met Dist Colo 5.125% 01-DEC-2048,ANET,Arista Networks Inc
ANET,Arista Met Dist Colo 5.0% 01-DEC-2038,ANET,Arista Networks Inc
ANET,Arista Met Dist Colo 4.375% 01-DEC-2028,ANET,Arista Networks Inc
T PR C,AT&T Inc.,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.55% 15-SEP-2055,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.8% 01-DEC-2057,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.5% 15-SEP-2053,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.3% 15-FEB-2030,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.5% 01-JUN-2041,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.65% 15-SEP-2059,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.85% 01-MAR-2039,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.5% 09-MAR-2048,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.5% 15-MAY-2035,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.25% 01-MAR-2037,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 2.55% 01-DEC-2033,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.75% 15-MAY-2046,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.3% 01-FEB-2052,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.65% 01-JUN-2051,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.85% 01-JUN-2060,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 2.75% 01-JUN-2031,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.55% 09-MAR-2049,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.35% 01-MAR-2029,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.3% 15-DEC-2042,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.1% 15-FEB-2028,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.5% 01-FEB-2061,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 2.25% 01-FEB-2032,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.35% 01-SEP-2040,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.15% 15-FEB-2050,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.9% 15-JUN-2042,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 2.3% 01-JUN-2027,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.65% 15-FEB-2047,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.35% 15-JUN-2045,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.25% 01-MAR-2027,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.45% 01-APR-2024,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.1% 01-FEB-2043,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 1.65% 01-FEB-2028,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.15% 15-MAR-2042,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.85% 15-JUL-2045,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.4% 15-MAY-2025,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 1.7% 25-MAR-2026,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 6.0% 15-AUG-2040,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.7% 01-MAR-2057,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 3.8% 15-FEB-2027,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 6.375% 01-MAR-2041,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.45% 01-MAR-2047,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 5.15% 15-NOV-2046,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.9% 15-AUG-2037,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.8% 15-JUN-2044,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 4.65% 01-JUN-2044,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
T PR C,AT&T Inc. 6.25% 29-MAR-2041,T PR C,AT&T Depo Sha Rep 1000 Preferred Series C
