Symbol,Name,Industry,IndustryCode,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
BMO,Bank of Montreal,은행,551010.0,0,1,1,1,1,1,1,1,1,11,11,11
CI,Cigna Corp,헬스케어 업체 및 서비스,561020.0,1,3,3,5,5,7,7,7,1,1,1,1
CCI,Crown Castle International Corp,주택 및 상업용 리츠,601020.0,1,3,3,5,5,7,7,7,7,7,3,3
IBN,ICICI Bank Ltd ADR,은행,551010.0,1,3,3,5,5,6,6,6,7,7,7,7
SHW,Sherwin-Williams Co,화학,511010.0,1,3,3,5,5,7,7,7,7,7,7,7
GM,General Motors Co,자동차 및 자동차 부품,531010.0,0,1,1,1,1,1,1,1,1,11,11,11
SO,Southern Co,전기 유틸리티,591010.0,1,3,3,3,3,7,7,7,7,3,3,3
ICE,Intercontinental Exchange Inc,투자은행 및 서비스,551020.0,1,3,3,5,5,7,7,7,7,7,7,7
F,Ford Motor Co,자동차 및 자동차 부품,531010.0,0,1,1,1,0,0,0,0,0,0,0,0
EOG,EOG Resources Inc,오일 및 가스,501020.0,2,2,2,2,4,5,5,9,9,9,9,13
FIS,Fidelity National Information Services Inc,핀테크,573010.0,1,3,3,3,3,3,3,3,3,3,3,3
ITW,Illinois Tool Works Inc,복합 기업,544010.0,1,3,3,5,5,7,7,7,7,7,7,7
COF,Capital One Financial Corp,은행,551010.0,0,1,1,1,1,6,1,1,1,11,11,11
SAN,Banco Santander SA ADR,은행,551010.0,2,0,4,4,4,2,8,9,9,9,9,9
NSC,Norfolk Southern Corp,화물 및 물류 서비스,524050.0,1,3,3,5,5,7,7,7,7,7,7,7
D,Dominion Energy Inc,전기 유틸리티,591010.0,1,3,3,3,3,3,3,3,3,3,3,3
PSA,Public Storage,주택 및 상업용 리츠,601020.0,1,3,1,5,5,6,6,6,1,11,11,11
AON,Aon PLC Class A,보험,553010.0,1,3,3,5,5,7,7,7,7,7,7,7
CNQ,Canadian Natural Resources Ltd,오일 및 가스,501020.0,0,1,1,1,0,0,2,2,10,10,10,10
SQ,Block Inc Class A,전문 및 상업 서비스,522030.0,1,3,3,5,5,7,7,7,6,6,6,6
MCO,Moody's Corp,전문 및 상업 서비스,522030.0,1,3,3,5,5,7,7,7,7,7,7,7
BSX,Boston Scientific Corp,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,3,3,3,3,3,3,3
ETN,Eaton Corporation PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,5,5,6,6,6,6,7,7,7
MET,MetLife Inc,보험,553010.0,0,1,1,1,1,1,1,1,1,11,11,11
WM,Waste Management Inc,전문 및 상업 서비스,522030.0,1,3,3,5,5,7,7,7,7,7,7,7
GD,General Dynamics Corp,우주항공 및 국방,521010.0,0,1,2,1,2,1,2,2,10,10,10,10
CM,Canadian Imperial Bank of Commerce,은행,551010.0,0,1,1,1,1,1,1,1,1,11,11,11
SLB,Schlumberger NV,오일 및 가스 장비 및 서비스,501030.0,2,0,4,4,4,2,8,8,8,8,8,9
PXD,Pioneer Natural Resources Co,오일 및 가스,501020.0,0,1,1,1,0,0,2,2,2,10,10,10
EMR,Emerson Electric Co,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,5,5,6,6,6,1,11,11,11
ING,ING Groep NV ADR,은행,551010.0,2,0,4,4,4,2,2,2,2,2,2,2
HUM,Humana Inc,헬스케어 업체 및 서비스,561020.0,1,3,3,5,5,7,7,7,7,7,3,3
KKR,KKR & Co Inc,투자은행 및 서비스,551020.0,1,3,3,5,5,6,6,6,7,7,7,7
ECL,Ecolab Inc,화학,511010.0,1,3,3,3,3,7,7,7,7,3,3,3
VMW,VMware Inc Class A,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,3,3,3,3,3,12,12
WBK,Westpac Banking Corp ADR,은행,551010.0,2,0,4,4,4,2,8,9,9,9,9,9
BK,Bank of New York Mellon Corp,투자은행 및 서비스,551020.0,0,1,1,1,1,1,2,2,10,10,10,10
SCCO,Southern Copper Corp,메탈&마이닝,512010.0,1,3,3,5,5,6,6,6,6,6,6,6
LYG,Lloyds Banking Group PLC ADR,은행,551010.0,2,0,4,4,4,2,8,8,8,8,9,9
AIG,American International Group Inc,보험,553010.0,2,0,4,4,4,0,2,2,2,2,9,9
TRI,Thomson Reuters Corp,전문 및 상업 서비스,522030.0,1,3,3,5,5,7,7,7,7,7,7,7
MPC,Marathon Petroleum Corp,오일 및 가스,501020.0,0,2,2,2,2,5,5,5,10,10,10,13
CNC,Centene Corp,헬스케어 업체 및 서비스,561020.0,1,3,3,3,3,3,7,7,3,1,1,1
SPG,Simon Property Group Inc,주택 및 상업용 리츠,601020.0,2,0,4,4,4,2,8,9,9,9,9,9
BCS,Barclays PLC ADR,은행,551010.0,2,0,0,0,0,0,0,0,0,2,0,0
ROP,Roper Technologies Inc,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,7,7,7,7,7,3,3
DELL,Dell Technologies Inc Class C,"컴퓨터, 전화 및 가전제품",571060.0,1,3,3,5,5,6,6,6,7,7,7,7
KMB,Kimberly-Clark Corp,"개인, 가정 용품 및 서비스",542010.0,1,3,3,3,3,7,7,7,3,3,3,3
NTR,Nutrien Ltd,화학,511010.0,0,1,1,1,0,0,0,0,0,0,0,0
SU,Suncor Energy Inc,오일 및 가스,501020.0,2,2,2,2,4,5,5,9,9,9,5,13
BAX,Baxter International Inc,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,3,3,3,3,3,3,3
SYY,Sysco Corp,식품 및 약품소매,543010.0,1,3,3,3,3,3,3,3,3,1,1,1
GPN,Global Payments Inc,전문 및 상업 서비스,522030.0,1,3,3,3,3,7,7,7,3,3,3,3
HLT,Hilton Worldwide Holdings Inc,호텔 및 엔터테인먼트,533010.0,1,3,3,5,5,6,6,6,7,7,7,7
A,Agilent Technologies Inc,헬스케어 장비 및 용품,561010.0,1,3,3,5,5,6,6,6,7,7,7,7
GIS,General Mills Inc,식품 및 담배,541020.0,1,3,0,0,5,4,6,6,6,6,6,6
PSX,Phillips 66,오일 및 가스,501020.0,2,2,2,2,2,5,5,5,5,5,5,13
HPQ,HP Inc,"컴퓨터, 전화 및 가전제품",571060.0,1,1,1,1,1,1,1,1,1,11,11,11
KMI,Kinder Morgan Inc,오일 및 가스 장비 및 서비스,501030.0,2,0,0,0,6,4,4,8,8,8,8,8
STZ,Constellation Brands Inc Class A,음료,541010.0,0,1,1,1,1,1,1,1,1,1,1,1
STZ,Constellation Brands Inc Class B,음료,541010.0,0,1,1,1,1,1,1,1,1,1,1,1
RSG,Republic Services Inc,전문 및 상업 서비스,522030.0,1,3,3,5,5,7,7,7,7,7,7,7
VLO,Valero Energy Corp,오일 및 가스,501020.0,0,2,2,2,2,5,5,5,5,5,5,13
BSMX,Banco Santander Mexico SA Institucion de Banca Multiple Grupo Financiero,은행,551010.0,2,0,4,4,4,2,8,9,9,9,9,9
WMB,Williams Companies Inc,오일 및 가스 장비 및 서비스,501030.0,2,0,0,0,6,4,4,8,8,8,8,8
MSI,Motorola Solutions Inc,커뮤니케이션 및 네트워킹,571020.0,1,3,3,5,5,7,7,7,7,7,7,7
DFS,Discover Financial Services,은행,551010.0,0,1,1,1,1,6,1,1,1,11,11,11
STT,State Street Corp,투자은행 및 서비스,551020.0,0,1,1,1,0,0,2,2,2,2,2,2
APTV,Aptiv PLC,자동차 및 자동차 부품,531010.0,1,3,3,5,5,6,6,6,6,6,6,6
YUM,Yum! Brands Inc,호텔 및 엔터테인먼트,533010.0,1,3,3,3,3,7,7,7,7,1,1,1
TT,Trane Technologies PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,5,5,6,6,6,7,7,7,7
TSN,Tyson Foods Inc Class A,식품 및 담배,541020.0,0,1,1,3,1,3,3,3,3,1,1,1
TDG,TransDigm Group Inc,우주항공 및 국방,521010.0,1,3,3,3,3,7,7,7,7,7,3,3
ALL,Allstate Corp,보험,553010.0,1,3,3,3,3,3,3,3,3,1,1,1
LVS,Las Vegas Sands Corp,호텔 및 엔터테인먼트,533010.0,2,2,2,2,2,5,5,5,5,5,5,13
MPLX,MPLX Common Units,오일 및 가스 장비 및 서비스,501030.0,2,0,0,0,6,4,4,8,8,8,8,8
IFF,International Flavors & Fragrances Inc,식품 및 담배,541020.0,0,1,1,1,1,1,1,1,10,10,10,10
AMP,Ameriprise Financial Inc,투자은행 및 서비스,551020.0,1,3,3,5,5,6,6,6,1,11,11,11
KR,Kroger Co,식품 및 약품소매,543010.0,1,3,3,5,5,6,6,6,6,6,6,6
NUE,Nucor Corp,메탈&마이닝,512010.0,0,1,1,1,1,1,1,1,1,11,11,11
PEG,Public Service Enterprise Group Inc,복합 유틸리티,591040.0,1,3,3,3,3,3,3,3,3,1,1,1
ORAN,Orange SA ADR,통신 서비스,574010.0,2,2,4,4,4,2,8,9,9,9,9,9
DB,Deutsche Bank AG,은행,551010.0,2,0,0,0,6,4,4,4,4,4,4,4
ET,Energy Transfer Units,오일 및 가스 장비 및 서비스,501030.0,2,0,4,4,4,2,8,8,8,8,8,9
CMI,Cummins Inc,자동차 및 자동차 부품,531010.0,1,3,3,5,5,7,7,7,6,6,6,6
ARE,Alexandria Real Estate Equities Inc,주택 및 상업용 리츠,601020.0,1,3,3,5,5,7,7,7,7,7,7,7
ROK,Rockwell Automation Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,5,5,6,6,6,7,7,7,7
EC,Ecopetrol SA ADR,오일 및 가스,501020.0,0,2,2,2,2,5,5,5,5,5,5,13
FRC,First Republic Bank,은행,551010.0,1,3,3,5,5,6,6,6,6,7,7,7
BLL,Ball Corp,용기 및 포장,513020.0,1,3,3,5,5,7,7,7,7,7,3,3
ES,Eversource Energy,전기 유틸리티,591010.0,1,3,3,3,3,7,7,7,3,3,3,3
WEC,WEC Energy Group Inc,전기 유틸리티,591010.0,1,3,3,3,3,7,7,7,3,3,3,3
OKE,ONEOK Inc,오일 및 가스 장비 및 서비스,501030.0,0,2,2,2,2,5,5,5,5,5,5,13
EFX,Equifax Inc,전문 및 상업 서비스,522030.0,1,3,3,5,5,6,6,6,7,7,7,7
ALB,Albemarle Corp,화학,511010.0,1,1,1,1,1,6,6,6,1,11,11,11
LUV,Southwest Airlines Co,운송업,524060.0,0,2,2,2,2,5,5,5,10,10,10,10
HRL,Hormel Foods Corp,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,3,3,3,3
MKC,McCormick & Company Inc,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,3,3,3,3
MKC,McCormick & Company Inc,식품 및 담배,541020.0,1,3,3,3,3,7,7,7,3,3,3,3
INVH,Invitation Homes Inc,주택 및 상업용 리츠,601020.0,1,3,3,5,5,6,6,6,7,7,7,7
CVNA,Carvana Co Class A,전문품 상점,534030.0,1,3,3,5,5,7,7,7,6,6,6,6
ZBH,Zimmer Biomet Holdings Inc,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,7,7,7,6,6,6,6
ITUB,Itau Unibanco Holding SA ADR,은행,551010.0,2,2,2,2,2,5,5,5,5,5,5,5
LEN,Lennar Corp Class A,주택건설,532030.0,1,3,3,5,5,6,6,6,6,6,6,6
LEN,Lennar Corp Class B,주택건설,532030.0,1,3,3,5,5,6,6,6,6,6,6,6
MLM,Martin Marietta Materials Inc,건축 자재,512020.0,1,3,3,5,5,6,6,6,1,7,7,7
CHD,Church & Dwight Co Inc,"개인, 가정 용품 및 서비스",542010.0,1,3,3,3,3,7,7,7,7,7,3,3
MTB,M&T Bank Corp,은행,551010.0,0,2,2,2,2,5,5,5,10,10,10,13
FTV,Fortive Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,3,3,3,3,3,3,3,1,1,1,1
CFG,Citizens Financial Group Inc,은행,551010.0,0,1,1,1,1,1,1,1,1,10,10,10
CS,Credit Suisse Group AG ADR,은행,551010.0,2,0,4,4,6,4,4,8,8,8,8,8
EIX,Edison International,전기 유틸리티,591010.0,2,0,4,4,4,2,8,9,9,9,9,9
SYF,Synchrony Financial,은행,551010.0,0,1,1,1,1,1,1,1,1,11,11,11
PKI,PerkinElmer Inc,헬스케어 장비 및 용품,561010.0,1,3,3,5,5,6,6,6,7,7,7,7
URI,United Rentals Inc,전문 및 상업 서비스,522030.0,1,3,3,5,5,6,6,6,6,6,6,6
FE,FirstEnergy Corp,전기 유틸리티,591010.0,1,3,2,3,3,3,3,3,3,3,12,12
HPE,Hewlett Packard Enterprise Co,"컴퓨터, 전화 및 가전제품",571060.0,0,2,2,2,2,5,5,5,10,10,10,10
CNHI,CNH Industrial NV,"건설장비 및 대형차, 기차, 배",521020.0,0,1,1,1,1,1,1,1,1,11,11,11
CLR,Continental Resources Inc,오일 및 가스,501020.0,2,2,2,2,4,5,5,9,9,10,10,13
PPL,PPL Corp,복합 유틸리티,591040.0,2,0,4,4,6,2,8,4,4,9,9,9
MGM,MGM Resorts International,호텔 및 엔터테인먼트,533010.0,0,1,1,1,1,1,1,1,1,11,11,11
ETR,Entergy Corp,전기 유틸리티,591010.0,1,3,3,3,3,3,3,3,3,3,3,3
ESS,Essex Property Trust Inc,주택 및 상업용 리츠,601020.0,1,3,3,3,3,3,3,3,3,1,1,1
RCI,Rogers Communications Inc Class B,통신 서비스,574010.0,0,2,2,2,2,5,5,5,10,5,12,12
TDY,Teledyne Technologies Inc,전자 장비 및 부품,571040.0,1,3,3,3,3,7,7,7,7,7,3,3
BBD,Banco Bradesco SA ADR,은행,551010.0,2,2,2,2,2,5,5,9,5,5,5,5
BRO,Brown & Brown Inc,보험,553010.0,1,3,3,5,5,7,7,7,7,7,7,7
BXP,Boston Properties Inc,주택 및 상업용 리츠,601020.0,2,2,2,2,4,5,5,9,9,9,9,5
GPC,Genuine Parts Co,자동차 및 자동차 부품,531010.0,1,1,1,5,1,6,6,6,1,11,11,11
IP,International Paper Co,용기 및 포장,513020.0,0,1,1,1,0,0,2,2,2,2,2,2
CTLT,Catalent Inc,제약,562010.0,1,3,3,5,5,7,7,7,7,7,7,7
MOS,Mosaic Co,화학,511010.0,0,1,0,0,0,0,0,0,0,0,0,0
CLX,Clorox Co,"개인, 가정 용품 및 서비스",542010.0,1,3,3,3,3,7,7,7,3,3,3,3
NVR,NVR Inc,주택건설,532030.0,1,3,3,5,5,7,7,7,7,7,7,7
CNP,CenterPoint Energy Inc,복합 유틸리티,591040.0,0,2,2,2,2,5,5,5,5,5,5,5
CAG,Conagra Brands Inc,식품 및 담배,541020.0,2,0,0,0,6,4,4,4,4,4,4,4
MKL,Markel Corp,보험,553010.0,0,1,1,1,1,1,1,1,1,1,1,1
CPT,Camden Property Trust,주택 및 상업용 리츠,601020.0,1,3,3,5,5,6,6,6,7,7,7,7
CE,Celanese Corp,화학,511010.0,1,3,3,5,5,6,6,6,1,1,1,1
ALLY,Ally Financial Inc,은행,551010.0,1,3,3,5,5,6,6,6,1,11,11,11
EMN,Eastman Chemical Co,화학,511010.0,0,1,1,1,1,1,1,1,1,11,11,11
J,Jacobs Engineering Group Inc,건설 및 엔지니어링,522010.0,1,3,3,5,5,7,7,7,7,7,7,7
BEN,Franklin Resources Inc,투자은행 및 서비스,551020.0,2,0,4,4,6,2,8,8,4,2,9,9
BURL,Burlington Stores Inc,다양한 소매업,534020.0,1,3,3,5,5,7,7,7,7,7,7,7
L,Loews Corp,보험,553010.0,0,1,1,1,1,1,1,1,10,10,10,10
AVY,Avery Dennison Corp,용기 및 포장,513020.0,1,3,3,5,5,6,6,6,7,7,7,7
AER,AerCap Holdings NV,전문 및 상업 서비스,522030.0,0,1,1,1,1,1,1,1,10,10,10,10
TFX,Teleflex Inc,헬스케어 장비 및 용품,561010.0,1,3,3,3,3,7,7,7,3,3,3,3
KIM,Kimco Realty Corp,주택 및 상업용 리츠,601020.0,2,0,0,0,0,4,0,0,0,0,0,0
TRGP,Targa Resources Corp,오일 및 가스 장비 및 서비스,501030.0,2,0,0,0,0,0,0,0,0,0,0,0
CAH,Cardinal Health Inc,식품 및 약품소매,543010.0,2,0,0,0,6,4,4,4,4,4,4,4
ATO,Atmos Energy Corp,천연가스 유틸리티,591020.0,1,3,3,3,3,3,3,3,3,3,12,12
BG,Bunge Ltd,식품 및 담배,541020.0,0,1,1,1,0,0,2,2,2,0,2,0
PWR,Quanta Services Inc,건설 및 엔지니어링,522010.0,1,3,3,5,5,6,6,6,6,6,6,7
FNF,Fidelity National Financial Inc,보험,553010.0,0,3,1,3,1,3,1,1,1,1,1,1
SSL,Sasol Ltd ADR,화학,511010.0,2,2,4,4,4,2,8,9,9,9,9,9
CPB,Campbell Soup Co,식품 및 담배,541020.0,2,0,0,0,6,4,4,4,4,4,4,4
WLK,Westlake Chemical Corp,화학,511010.0,0,1,1,1,1,1,1,1,10,10,10,10
LNC,Lincoln National Corp,보험,553010.0,0,2,2,2,0,0,2,2,10,10,10,10
SC,Santander Consumer USA Holdings Inc,은행,551010.0,1,3,3,5,5,6,6,6,7,7,7,7
LDOS,Leidos Holdings Inc,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,7,7,7,3,3,3,3
CSL,Carlisle Companies Inc,주택건설,532030.0,1,3,3,5,5,6,6,6,7,7,7,7
WES,Western Midstream Partners Common Units,오일 및 가스,501020.0,2,0,4,4,4,2,8,8,8,8,9,9
WBS,Webster Financial Corp,은행,551010.0,0,2,2,2,2,5,5,2,10,10,10,10
MTN,Vail Resorts Inc,호텔 및 엔터테인먼트,533010.0,1,3,3,5,1,1,1,1,1,1,1,1
H,Hyatt Hotels Corp Class A,호텔 및 엔터테인먼트,533010.0,0,1,1,1,1,1,1,1,1,1,1,1
IVZ,Invesco Ltd,투자은행 및 서비스,551020.0,2,0,4,4,6,2,2,2,2,2,2,2
VST,Vistra Corp,전기 유틸리티,591010.0,0,2,2,2,2,3,3,5,5,5,12,12
SCI,Service Corporation International,"개인, 가정 용품 및 서비스",542010.0,1,3,3,5,5,7,7,7,7,7,7,7
BKI,Black Knight Inc,소프트웨어 및 IT서비스,572010.0,1,3,3,3,3,7,7,7,7,3,3,3
LUMN,Lumen Technologies Inc,통신 서비스,574010.0,2,0,4,4,6,4,4,8,8,8,8,8
TAP,Molson Coors Beverage Co Class B,음료,541010.0,2,0,4,4,6,2,8,8,8,8,8,9
TAP,Molson Coors Beverage Co Class A,음료,541010.0,2,0,4,4,6,2,8,8,8,8,8,9
CLF,Cleveland-Cliffs Inc,메탈&마이닝,512010.0,1,1,1,5,5,6,6,6,1,11,11,11
SNX,TD Synnex Corp,"컴퓨터, 전화 및 가전제품",571060.0,1,3,3,5,5,6,6,6,6,6,6,6
NRG,NRG Energy Inc,전기 유틸리티,591010.0,1,3,3,3,3,3,3,3,3,1,12,12
FRT,Federal Realty Investment Trust,주택 및 상업용 리츠,601020.0,2,0,4,4,4,2,8,9,9,9,9,9
ARMK,Aramark,호텔 및 엔터테인먼트,533010.0,0,2,2,2,2,5,5,2,10,10,10,10
HESM,Hess Midstream LP Class A,오일 및 가스 장비 및 서비스,501030.0,0,1,0,0,0,0,0,0,0,0,0,0
BHC,Bausch Health Companies Inc,제약,562010.0,2,0,0,0,6,4,4,8,8,8,8,8
THC,Tenet Healthcare Corp,헬스케어 업체 및 서비스,561020.0,1,3,3,5,5,6,6,6,6,11,11,11
JBL,Jabil Inc,전자 장비 및 부품,571040.0,1,3,3,5,5,6,6,6,7,7,7,7
RL,Ralph Lauren Corp Class A,섬유 및 의류,532020.0,0,1,2,1,0,0,0,0,10,10,10,13
EQT,EQT Corp,오일 및 가스,501020.0,2,0,4,4,6,4,4,8,4,4,8,4
TPL,Texas Pacific Land Corp,오일 및 가스,501020.0,1,3,3,5,5,6,6,6,7,1,1,1
AU,AngloGold Ashanti Ltd ADR,메탈&마이닝,512010.0,1,3,3,3,3,7,7,7,3,3,3,3
BERY,Berry Global Group Inc,용기 및 포장,513020.0,0,1,1,1,1,1,1,1,1,11,11,11
OLN,Olin Corp,화학,511010.0,0,1,1,1,1,1,1,1,1,11,11,11
PFGC,Performance Food Group Co,식품 및 약품소매,543010.0,1,3,3,3,3,3,3,3,3,1,1,1
BYD,Boyd Gaming Corp,호텔 및 엔터테인먼트,533010.0,1,1,1,5,1,6,6,6,1,11,11,11
VOYA,Voya Financial Inc,투자은행 및 서비스,551020.0,1,3,3,5,5,7,7,7,7,1,1,1
XPO,XPO Logistics Inc,화물 및 물류 서비스,524050.0,1,3,3,5,5,6,6,6,6,6,6,6
