Symbol,Name,Industry,IndustryCode,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
LIN,Linde PLC,화학,511010.0,1,1,4,4,4,3,3,3,3,3,12,12
BX,Blackstone Inc,투자은행 및 서비스,551020.0,1,1,4,4,4,3,3,9,9,9,9,9
BMY,Bristol-Myers Squibb Co,제약,562010.0,1,0,0,0,0,2,2,8,8,8,8,8
AXP,American Express Co,은행,551010.0,1,1,4,4,1,1,1,9,1,1,1,1
RTX,Raytheon Technologies Corp,우주항공 및 국방,521010.0,0,3,1,3,5,5,5,5,10,5,5,5
MDT,Medtronic PLC,헬스케어 장비 및 용품,561010.0,1,1,4,4,4,3,3,3,3,3,12,12
CVS,CVS Health Corp,헬스케어 업체 및 서비스,561020.0,2,0,0,0,0,2,2,8,8,8,8,8
UL,Unilever PLC ADR,"개인, 가정 용품 및 서비스",542010.0,1,1,1,1,6,4,4,4,4,4,4,4
C,Citigroup Inc,은행,551010.0,0,3,3,5,3,5,5,5,5,5,5,5
BA,Boeing Co,우주항공 및 국방,521010.0,0,3,3,5,5,5,5,5,10,10,10,10
COP,Conocophillips,오일 및 가스,501020.0,0,3,3,5,3,5,5,6,5,5,5,6
GS,Goldman Sachs Group Inc,투자은행 및 서비스,551020.0,1,0,0,3,1,1,1,9,9,9,9,9
DE,Deere & Co,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,9,9,9,9,9
IBM,International Business Machines Corp,소프트웨어 및 IT서비스,572010.0,2,2,2,2,2,7,7,7,7,7,7,7
BLK,BlackRock Inc,투자은행 및 서비스,551020.0,1,1,4,4,4,3,3,9,9,9,9,9
DEO,Diageo PLC ADR,음료,541010.0,1,1,4,4,1,1,1,1,1,1,1,1
GSK,GlaxoSmithKline PLC ADR,제약,562010.0,2,3,1,0,5,2,2,2,10,8,8,13
CAT,Caterpillar Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,1,1,1,9,9,3,3
ANTM,Anthem Inc,헬스케어 업체 및 서비스,561020.0,1,1,4,4,4,3,3,3,3,3,12,12
BP,BP PLC ADR,오일 및 가스,501020.0,2,3,3,5,5,6,6,6,6,6,6,6
PLD,Prologis Inc,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,3,3,3,12,12
LMT,Lockheed Martin Corp,우주항공 및 국방,521010.0,1,1,1,1,6,4,4,4,4,4,4,4
AMT,American Tower Corp,주택 및 상업용 리츠,601020.0,1,1,4,4,6,4,4,3,3,3,12,12
EL,Estee Lauder Companies Inc Class A,"개인, 가정 용품 및 서비스",542010.0,1,1,4,4,4,3,3,3,3,3,12,12
GE,General Electric Co,복합 기업,544010.0,2,2,2,2,2,2,7,2,2,2,2,2
BTI,British American Tobacco PLC ADR,식품 및 담배,541020.0,2,2,2,2,2,7,7,7,7,7,7,7
EQNR,Equinor ASA ADR,오일 및 가스,501020.0,0,0,0,3,3,0,8,6,5,5,5,6
TGT,Target Corp,다양한 소매업,534020.0,1,1,4,4,4,3,3,3,3,3,12,12
RIO,Rio Tinto PLC ADR,메탈&마이닝,512010.0,1,1,4,4,4,3,3,3,3,3,3,3
SYK,Stryker Corp,헬스케어 장비 및 용품,561010.0,1,1,4,4,4,3,3,3,3,3,12,12
ZTS,Zoetis Inc Class A,제약,562010.0,1,1,4,4,4,3,3,3,3,3,12,12
SPGI,S&P Global Inc,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
MO,Altria Group Inc,식품 및 담배,541020.0,2,2,2,2,2,7,7,7,7,7,7,7
MMM,3M Co,복합 기업,544010.0,2,3,3,5,3,0,8,6,5,11,11,11
BAM,Brookfield Asset Management Inc Class A,투자은행 및 서비스,551020.0,1,1,4,4,4,3,3,9,3,3,12,12
BNS,Bank of Nova Scotia,은행,551010.0,0,0,0,3,3,0,8,8,5,11,11,5
CB,Chubb Ltd,보험,553010.0,0,0,0,3,1,1,1,1,1,9,9,9
ENB,Enbridge Inc,오일 및 가스 장비 및 서비스,501030.0,2,2,2,0,0,2,2,8,8,8,8,8
USB,US Bancorp,은행,551010.0,0,0,0,3,3,5,5,5,5,5,5,5
VALE,Vale SA ADR,메탈&마이닝,512010.0,1,1,1,4,1,1,1,1,1,1,1,1
CNI,Canadian National Railway Co,화물 및 물류 서비스,524050.0,1,1,4,4,4,3,3,3,3,3,12,12
TJX,TJX Companies Inc,다양한 소매업,534020.0,1,1,4,4,4,3,3,3,3,3,12,12
BDX,Becton Dickinson and Co,헬스케어 장비 및 용품,561010.0,1,1,1,1,6,4,4,4,4,4,4,4
MMC,Marsh & McLennan Companies Inc,보험,553010.0,1,1,4,4,4,3,3,3,3,3,12,12
DUK,Duke Energy Corp,전기 유틸리티,591010.0,1,1,4,4,4,3,3,3,3,3,12,12
UBS,UBS Group AG,투자은행 및 서비스,551020.0,2,2,2,0,0,0,8,8,5,11,11,11
CI,Cigna Corp,헬스케어 업체 및 서비스,561020.0,1,1,4,4,1,1,1,1,1,1,3,3
HCA,HCA Healthcare Inc,헬스케어 업체 및 서비스,561020.0,1,1,4,4,4,3,3,9,9,9,9,9
CCI,Crown Castle International Corp,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,3,3,3,12,12
SHW,Sherwin-Williams Co,화학,511010.0,1,1,4,4,4,3,3,3,3,3,12,12
GM,General Motors Co,자동차 및 자동차 부품,531010.0,0,0,0,3,1,1,1,9,9,9,9,9
SO,Southern Co,전기 유틸리티,591010.0,1,1,4,4,6,3,3,3,3,3,12,12
ICE,Intercontinental Exchange Inc,투자은행 및 서비스,551020.0,1,1,4,4,4,3,3,3,3,3,12,12
F,Ford Motor Co,자동차 및 자동차 부품,531010.0,0,0,0,3,0,0,8,8,8,8,8,8
EOG,EOG Resources Inc,오일 및 가스,501020.0,2,3,3,5,3,6,6,6,6,6,6,6
FIS,Fidelity National Information Services Inc,핀테크,573010.0,1,1,1,1,6,4,4,4,4,4,4,4
ITW,Illinois Tool Works Inc,복합 기업,544010.0,1,1,4,4,4,3,3,3,3,3,3,3
CL,Colgate-Palmolive Co,"개인, 가정 용품 및 서비스",542010.0,1,1,4,4,4,3,3,3,3,3,3,3
NSC,Norfolk Southern Corp,화물 및 물류 서비스,524050.0,1,1,4,4,4,3,3,3,3,3,12,12
D,Dominion Energy Inc,전기 유틸리티,591010.0,1,1,1,1,6,4,4,4,4,4,4,4
FCX,Freeport-McMoRan Inc,메탈&마이닝,512010.0,1,0,4,4,4,1,1,9,9,9,9,9
PSA,Public Storage,주택 및 상업용 리츠,601020.0,1,0,4,4,1,1,1,9,9,9,9,9
AON,Aon PLC Class A,보험,553010.0,1,1,4,4,4,3,3,3,3,3,12,12
CNQ,Canadian Natural Resources Ltd,오일 및 가스,501020.0,0,0,0,3,3,0,8,8,5,11,11,11
NOC,Northrop Grumman Corp,우주항공 및 국방,521010.0,1,1,1,1,6,4,4,4,4,1,1,1
PGR,Progressive Corp,보험,553010.0,1,1,4,4,6,4,4,3,3,3,12,12
MCO,Moody's Corp,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
FDX,FedEx Corp,화물 및 물류 서비스,524050.0,0,0,0,3,1,0,8,1,5,11,11,11
BSX,Boston Scientific Corp,헬스케어 장비 및 용품,561010.0,1,1,1,1,6,4,4,4,4,4,4,4
ETN,Eaton Corporation PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,9,9,9,9,9
MET,MetLife Inc,보험,553010.0,0,0,0,3,1,1,1,1,9,9,9,9
WM,Waste Management Inc,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
GD,General Dynamics Corp,우주항공 및 국방,521010.0,0,3,0,3,3,0,8,6,5,5,5,5
EMR,Emerson Electric Co,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,1,1,1,9,9,9,9,9
E,Eni SpA ADR,오일 및 가스,501020.0,2,3,3,5,3,6,6,6,6,6,6,6
HUM,Humana Inc,헬스케어 업체 및 서비스,561020.0,1,1,4,4,4,3,3,3,3,3,12,12
APD,Air Products and Chemicals Inc,화학,511010.0,1,1,4,4,4,3,3,3,3,3,12,12
KKR,KKR & Co Inc,투자은행 및 서비스,551020.0,1,1,4,4,4,3,3,9,9,9,9,9
EPD,Enterprise Products Partners Units,오일 및 가스 장비 및 서비스,501030.0,2,3,3,5,5,6,6,6,6,6,6,7
ECL,Ecolab Inc,화학,511010.0,1,1,4,4,6,4,4,3,3,3,12,12
VMW,VMware Inc Class A,소프트웨어 및 IT서비스,572010.0,1,1,1,1,6,4,4,4,4,4,4,4
WBK,Westpac Banking Corp ADR,은행,551010.0,2,2,2,2,2,7,7,7,7,7,7,7
SCCO,Southern Copper Corp,메탈&마이닝,512010.0,1,1,4,4,4,1,1,9,9,9,3,3
NEM,Newmont Corporation,메탈&마이닝,512010.0,1,1,4,4,4,3,3,3,3,3,3,3
LYG,Lloyds Banking Group PLC ADR,은행,551010.0,2,2,2,2,2,7,7,7,7,7,7,7
AIG,American International Group Inc,보험,553010.0,2,2,2,2,2,7,7,7,7,7,7,7
TRI,Thomson Reuters Corp,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
MPC,Marathon Petroleum Corp,오일 및 가스,501020.0,0,3,3,5,3,6,6,6,5,5,5,6
CP,Canadian Pacific Railway Ltd,화물 및 물류 서비스,524050.0,1,1,4,4,4,3,3,3,3,3,12,12
JCI,Johnson Controls International PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,0,4,4,4,1,1,9,9,9,9,9
SPG,Simon Property Group Inc,주택 및 상업용 리츠,601020.0,2,2,2,2,2,6,6,6,6,6,6,7
DG,Dollar General Corp,다양한 소매업,534020.0,1,1,4,4,4,3,3,3,3,3,12,12
BCS,Barclays PLC ADR,은행,551010.0,2,2,2,0,2,2,2,2,2,2,2,2
DELL,Dell Technologies Inc Class C,"컴퓨터, 전화 및 가전제품",571060.0,1,1,4,4,4,3,3,9,9,9,9,9
PRU,Prudential Financial Inc,보험,553010.0,0,0,0,3,3,0,8,8,5,5,5,5
KMB,Kimberly-Clark Corp,"개인, 가정 용품 및 서비스",542010.0,1,1,4,1,6,4,4,4,4,4,4,4
NTR,Nutrien Ltd,화학,511010.0,0,0,0,3,0,0,8,8,5,11,11,8
SRE,Sempra Energy,복합 유틸리티,591040.0,1,1,1,1,6,4,4,4,4,4,4,4
MSCI,MSCI Inc,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
SU,Suncor Energy Inc,오일 및 가스,501020.0,2,3,3,5,3,6,6,6,6,6,6,6
AFL,Aflac Inc,보험,553010.0,0,0,1,1,1,5,5,1,1,1,1,1
BAX,Baxter International Inc,헬스케어 장비 및 용품,561010.0,1,1,1,1,6,4,4,4,4,4,4,4
ADM,Archer-Daniels-Midland Co,식품 및 담배,541020.0,1,0,0,4,1,1,1,9,9,9,9,9
HSY,Hershey Co,식품 및 담배,541020.0,1,1,4,4,4,3,3,3,3,3,12,12
TRV,Travelers Companies Inc,보험,553010.0,0,0,0,3,1,1,1,1,1,1,1,1
SYY,Sysco Corp,식품 및 약품소매,543010.0,1,1,1,1,6,4,4,1,1,1,1,1
MFC,Manulife Financial Corp,보험,553010.0,0,0,0,3,3,0,8,8,5,5,5,5
GPN,Global Payments Inc,전문 및 상업 서비스,522030.0,1,1,1,1,6,4,4,4,4,4,4,4
HLT,Hilton Worldwide Holdings Inc,호텔 및 엔터테인먼트,533010.0,1,1,4,4,4,3,3,3,3,3,12,12
GIS,General Mills Inc,식품 및 담배,541020.0,1,1,4,0,0,3,3,3,8,8,8,8
PSX,Phillips 66,오일 및 가스,501020.0,2,3,3,5,5,6,6,6,6,6,6,6
HPQ,HP Inc,"컴퓨터, 전화 및 가전제품",571060.0,0,0,0,3,1,1,1,1,9,9,9,9
AMX,America Movil SAB de CV ADR,통신 서비스,574010.0,0,0,0,3,3,0,8,8,5,11,11,11
OXY,Occidental Petroleum Corp,오일 및 가스,501020.0,2,2,2,2,2,7,7,7,6,6,6,7
KMI,Kinder Morgan Inc,오일 및 가스 장비 및 서비스,501030.0,2,2,2,0,2,2,2,2,2,2,2,2
APO,Apollo Global Management Inc,투자은행 및 서비스,551020.0,1,1,4,4,4,3,3,3,3,3,12,12
STZ,Constellation Brands Inc Class A,음료,541010.0,0,0,0,3,1,1,1,1,1,1,1,1
STZ,Constellation Brands Inc Class B,음료,541010.0,0,0,0,3,1,1,1,1,1,1,1,1
CRH,CRH PLC ADR,건축 자재,512020.0,1,1,4,4,4,1,1,9,9,9,9,9
PH,Parker-Hannifin Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,9,9,9,3,3
O,Realty Income Corp,주택 및 상업용 리츠,601020.0,1,1,1,1,6,4,4,4,4,4,4,13
RSG,Republic Services Inc,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
VLO,Valero Energy Corp,오일 및 가스,501020.0,0,3,3,5,3,6,6,6,6,6,6,6
WMB,Williams Companies Inc,오일 및 가스 장비 및 서비스,501030.0,2,2,2,0,2,2,2,2,2,2,2,2
GOLD,Barrick Gold Corp,메탈&마이닝,512010.0,1,1,4,4,6,4,3,3,4,4,4,4
DVN,Devon Energy Corp,오일 및 가스,501020.0,2,2,2,2,2,7,7,2,2,2,2,2
MSI,Motorola Solutions Inc,커뮤니케이션 및 네트워킹,571020.0,1,1,4,4,4,3,3,3,3,3,12,12
STT,State Street Corp,투자은행 및 서비스,551020.0,0,0,0,3,3,0,8,8,5,11,11,11
APTV,Aptiv PLC,자동차 및 자동차 부품,531010.0,1,1,4,4,4,1,1,9,9,9,9,9
YUM,Yum! Brands Inc,호텔 및 엔터테인먼트,533010.0,1,1,1,1,6,4,4,3,1,1,1,1
GLW,Corning Inc,전자 장비 및 부품,571040.0,1,1,4,4,1,1,1,1,1,1,3,1
TT,Trane Technologies PLC,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,3,3,3,12,12
TSN,Tyson Foods Inc Class A,식품 및 담배,541020.0,0,0,1,1,1,5,5,1,1,1,1,1
ALL,Allstate Corp,보험,553010.0,1,1,1,1,1,4,4,1,1,1,1,1
WELL,Welltower Inc,주택 및 상업용 리츠,601020.0,0,0,1,1,5,5,5,5,10,10,10,13
LVS,Las Vegas Sands Corp,호텔 및 엔터테인먼트,533010.0,2,3,3,5,5,6,6,6,6,6,6,10
MPLX,MPLX Common Units,오일 및 가스 장비 및 서비스,501030.0,2,2,2,0,2,2,2,2,2,2,2,2
IFF,International Flavors & Fragrances Inc,식품 및 담배,541020.0,0,0,0,3,3,0,8,1,5,5,5,5
LYB,LyondellBasell Industries NV Class A,화학,511010.0,0,0,0,3,3,0,8,6,5,11,11,11
KR,Kroger Co,식품 및 약품소매,543010.0,1,1,4,4,4,3,3,9,9,9,9,9
NUE,Nucor Corp,메탈&마이닝,512010.0,0,0,0,3,1,1,1,9,9,9,9,9
PEG,Public Service Enterprise Group Inc,복합 유틸리티,591040.0,1,1,1,1,6,4,4,4,1,1,1,1
ORAN,Orange SA ADR,통신 서비스,574010.0,2,2,2,2,2,7,7,7,6,7,6,7
DB,Deutsche Bank AG,은행,551010.0,2,2,2,0,2,2,2,2,2,2,2,2
AJG,Arthur J Gallagher & Co,보험,553010.0,1,1,4,4,4,3,3,3,3,3,12,12
CVE,Cenovus Energy Inc,오일 및 가스,501020.0,2,2,2,0,0,2,2,2,2,2,2,2
ET,Energy Transfer Units,오일 및 가스 장비 및 서비스,501030.0,2,2,2,2,2,7,7,7,7,7,2,7
CMI,Cummins Inc,자동차 및 자동차 부품,531010.0,1,1,4,4,4,3,3,3,3,3,3,3
ARE,Alexandria Real Estate Equities Inc,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,3,3,3,12,12
WCN,Waste Connections Inc,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,3,3,3,12,12
NOK,Nokia Oyj ADR,커뮤니케이션 및 네트워킹,571020.0,2,2,2,2,2,2,2,2,2,2,2,2
ROK,Rockwell Automation Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,3,3,3,3,3
WY,Weyerhaeuser Co,주택 및 상업용 리츠,601020.0,0,0,0,3,0,0,8,8,5,11,11,11
EC,Ecopetrol SA ADR,오일 및 가스,501020.0,0,3,3,5,5,5,5,5,10,10,10,10
FRC,First Republic Bank,은행,551010.0,1,1,4,4,4,3,3,9,9,9,9,9
HAL,Halliburton Co,오일 및 가스 장비 및 서비스,501030.0,2,2,2,2,2,7,7,7,7,7,7,7
ED,Consolidated Edison Inc,전기 유틸리티,591010.0,0,3,1,1,5,5,5,5,10,10,10,10
HES,Hess Corp,오일 및 가스,501020.0,0,0,0,3,1,1,1,1,1,1,1,9
PHG,Koninklijke Philips NV ADR,헬스케어 장비 및 용품,561010.0,1,1,1,1,6,4,4,4,4,4,4,4
ES,Eversource Energy,전기 유틸리티,591010.0,1,1,4,1,6,4,4,4,4,4,4,4
OKE,ONEOK Inc,오일 및 가스 장비 및 서비스,501030.0,0,3,3,5,5,5,5,5,10,10,10,10
TEF,Telefonica SA ADR,통신 서비스,574010.0,2,2,2,2,2,7,7,7,7,7,7,7
MT,ArcelorMittal SA ADR,메탈&마이닝,512010.0,0,0,0,3,3,0,8,8,5,11,11,11
EFX,Equifax Inc,전문 및 상업 서비스,522030.0,1,1,4,4,4,3,3,9,9,9,9,9
ALB,Albemarle Corp,화학,511010.0,1,0,0,3,1,1,1,9,9,9,9,9
SWK,Stanley Black & Decker Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,1,1,1,9,9,3,3
LH,Laboratory Corporation of America Holdings,헬스케어 업체 및 서비스,561020.0,1,1,4,4,4,3,1,9,9,9,9,9
EXR,Extra Space Storage Inc,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,9,9,9,9,9
BIP,Brookfield Infrastructure Partners Units,복합 기업,544010.0,1,1,4,4,4,3,3,3,3,3,12,12
HRL,Hormel Foods Corp,식품 및 담배,541020.0,1,1,4,1,6,4,4,4,4,4,4,4
MKC,McCormick & Company Inc,식품 및 담배,541020.0,1,1,4,1,6,4,4,4,4,4,4,4
MKC,McCormick & Company Inc,식품 및 담배,541020.0,1,1,4,1,6,4,4,4,4,4,4,4
MAA,Mid-America Apartment Communities Inc,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,9,9,9,9,9
INVH,Invitation Homes Inc,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,9,3,3,12,12
VMC,Vulcan Materials Co,건축 자재,512020.0,1,1,4,4,4,1,1,9,9,9,9,9
HIG,Hartford Financial Services Group Inc,보험,553010.0,0,0,0,3,1,1,1,1,1,5,5,5
ZBH,Zimmer Biomet Holdings Inc,헬스케어 장비 및 용품,561010.0,1,1,4,4,6,4,4,3,4,4,3,3
RF,Regions Financial Corp,은행,551010.0,0,0,0,3,1,1,1,1,1,5,1,1
MLM,Martin Marietta Materials Inc,건축 자재,512020.0,1,1,4,4,4,1,1,9,9,9,9,9
CHD,Church & Dwight Co Inc,"개인, 가정 용품 및 서비스",542010.0,1,1,4,4,6,3,3,3,3,3,12,12
FTV,Fortive Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,1,1,1,1,1,1,1,1,1,1,1
CFG,Citizens Financial Group Inc,은행,551010.0,0,0,0,3,1,0,8,1,5,5,5,5
RJF,Raymond James Financial Inc,투자은행 및 서비스,551020.0,1,0,0,3,1,1,1,9,9,9,9,9
DOV,Dover Corp,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,3,3,3,12,12
STE,STERIS plc,헬스케어 장비 및 용품,561010.0,1,1,4,4,4,3,3,3,3,3,12,12
CS,Credit Suisse Group AG ADR,은행,551010.0,2,2,2,2,2,2,7,2,2,2,2,2
PKI,PerkinElmer Inc,헬스케어 장비 및 용품,561010.0,1,1,4,4,4,3,3,3,3,3,12,12
FE,FirstEnergy Corp,전기 유틸리티,591010.0,1,3,1,1,6,5,4,4,10,10,10,13
HPE,Hewlett Packard Enterprise Co,"컴퓨터, 전화 및 가전제품",571060.0,0,3,3,5,3,5,5,5,5,5,5,5
AEE,Ameren Corp,복합 유틸리티,591040.0,1,1,1,1,6,4,4,4,4,4,4,4
CLR,Continental Resources Inc,오일 및 가스,501020.0,2,3,3,5,3,6,6,6,6,6,6,6
K,Kellogg Co,식품 및 담배,541020.0,2,2,2,0,2,2,2,2,2,2,2,2
PPL,PPL Corp,복합 유틸리티,591040.0,2,2,2,2,2,7,7,7,7,7,7,7
ETR,Entergy Corp,전기 유틸리티,591010.0,1,1,1,1,6,4,4,4,4,4,4,4
DRE,Duke Realty Corp,주택 및 상업용 리츠,601020.0,1,1,4,4,4,3,3,3,3,3,12,12
ESS,Essex Property Trust Inc,주택 및 상업용 리츠,601020.0,0,1,1,1,1,5,5,1,1,1,1,13
VTR,Ventas Inc,주택 및 상업용 리츠,601020.0,2,2,2,2,2,7,6,7,6,6,6,7
RCI,Rogers Communications Inc Class B,통신 서비스,574010.0,0,3,1,5,5,5,5,5,10,10,10,10
TECK,Teck Resources Ltd Class B,메탈&마이닝,512010.0,0,0,0,3,3,0,8,1,5,11,11,11
BRO,Brown & Brown Inc,보험,553010.0,1,1,4,4,4,3,3,3,3,3,12,12
DRI,Darden Restaurants Inc,호텔 및 엔터테인먼트,533010.0,1,1,1,4,1,1,1,1,1,1,1,1
BXP,Boston Properties Inc,주택 및 상업용 리츠,601020.0,2,3,3,5,5,6,6,6,6,6,6,7
CMS,CMS Energy Corp,복합 유틸리티,591040.0,1,1,1,1,6,4,4,4,4,4,4,4
GPC,Genuine Parts Co,자동차 및 자동차 부품,531010.0,1,0,0,3,1,1,1,9,9,9,9,9
IP,International Paper Co,용기 및 포장,513020.0,0,0,0,3,3,0,8,8,5,11,11,11
MOS,Mosaic Co,화학,511010.0,0,0,0,0,0,0,8,8,8,8,8,8
MOH,Molina Healthcare Inc,헬스케어 업체 및 서비스,561020.0,1,1,4,4,4,3,3,3,3,3,12,12
UDR,UDR Inc,주택 및 상업용 리츠,601020.0,1,1,1,1,1,1,1,1,1,1,1,13
PEAK,Healthpeak Properties Inc,주택 및 상업용 리츠,601020.0,1,1,1,0,0,2,2,8,8,8,8,13
MRO,Marathon Oil Corp,오일 및 가스,501020.0,2,2,3,5,3,6,6,6,6,6,6,6
CNP,CenterPoint Energy Inc,복합 유틸리티,591040.0,0,3,3,5,5,6,6,5,10,6,5,10
CAG,Conagra Brands Inc,식품 및 담배,541020.0,2,2,2,0,0,2,2,2,2,2,2,2
MKL,Markel Corp,보험,553010.0,0,0,1,3,1,5,5,1,1,1,1,1
CPT,Camden Property Trust,주택 및 상업용 리츠,601020.0,1,1,4,4,1,1,1,9,9,9,9,9
ALLY,Ally Financial Inc,은행,551010.0,1,1,4,4,1,1,1,9,9,9,9,9
FMX,Fomento Economico Mexicano SAB de CV ADR,음료,541010.0,2,3,3,5,5,6,6,6,6,6,6,7
CF,CF Industries Holdings Inc,화학,511010.0,0,0,0,3,1,1,1,1,1,1,1,1
EMN,Eastman Chemical Co,화학,511010.0,0,0,0,3,1,1,1,1,5,11,11,11
DGX,Quest Diagnostics Inc,헬스케어 업체 및 서비스,561020.0,1,1,4,4,4,3,3,3,3,3,3,3
XYL,Xylem Inc,"건설장비 및 대형차, 기차, 배",521020.0,1,1,4,4,4,3,3,3,3,3,12,12
BEN,Franklin Resources Inc,투자은행 및 서비스,551020.0,2,2,2,2,2,7,7,7,7,7,7,7
BURL,Burlington Stores Inc,다양한 소매업,534020.0,1,1,4,4,4,3,3,3,3,3,12,12
